0	6
0	27
0	41
0	49
0	76
0	78
0	96
0	99
0	124
0	128
0	137
0	141
0	157
0	161
0	179
0	182
0	216
0	227
0	229
0	276
0	287
0	313
0	314
0	352
0	357
0	406
0	411
0	435
0	630
0	635
0	645
0	659
0	709
0	791
0	852
0	860
0	899
0	946
0	1018
0	1101
0	1187
0	1256
0	1263
0	1300
0	1330
0	1570
0	1608
0	1617
0	1641
0	1647
0	1691
0	1758
0	1882
0	1887
0	1924
0	1926
0	1967
0	2013
0	2139
0	2140
0	2150
0	2241
0	2247
0	2344
0	2521
0	2540
0	2590
0	2600
0	2618
0	2661
0	2666
0	2676
0	2716
0	2855
0	2896
0	2974
0	2979
0	3154
0	3160
0	3164
0	3233
0	3262
0	3322
0	3401
0	3439
0	3451
0	3452
0	3743
0	3760
0	3956
0	4004
0	4062
0	4088
0	4122
0	4229
0	4397
0	5002
0	5009
0	5010
0	5015
0	5017
0	5024
0	5046
0	5050
0	5053
0	5055
0	5086
0	5103
0	5113
0	5151
0	5152
0	5319
0	5332
0	5393
0	5431
0	5528
0	5647
0	5704
0	5774
0	5984
0	6018
0	6143
0	6252
0	6329
0	6484
0	6562
0	6565
0	6572
0	6582
0	6641
0	6649
0	6662
0	6724
0	6831
0	7194
0	7347
0	7390
0	7470
0	7503
0	7505
0	7520
0	7656
0	7690
0	7818
0	8220
0	8320
0	8494
0	8596
0	8762
0	8789
0	9070
0	9092
0	10010
0	10013
0	10022
0	10025
0	10038
0	10040
0	10126
0	10239
0	10351
0	10405
0	10416
0	10431
0	10445
0	10468
0	10638
0	10644
0	10713
0	10761
0	10822
0	10960
0	10969
0	11074
0	11213
0	11252
0	11279
0	11369
0	11387
0	11409
0	11410
0	11442
0	11569
0	11645
0	11718
0	11875
0	12500
0	12519
0	12558
0	12562
0	12599
0	12637
0	12773
0	12777
0	12888
0	12937
0	13075
0	13140
0	13188
0	13224
0	13229
0	13316
0	13335
0	13451
0	13522
0	13614
0	13749
0	13830
0	13912
0	14043
0	14116
0	14150
0	14399
0	14452
0	14487
0	15104
0	15345
0	15478
0	15488
0	15527
0	15624
0	15627
0	15668
0	16252
0	16324
0	16363
0	16406
0	16446
0	16914
0	17031
0	17050
0	17232
0	17276
0	17364
0	17515
0	17603
0	17786
0	17866
0	17895
0	18105
0	18130
0	18606
0	18759
0	19474
0	19999
0	20004
0	20005
0	20012
0	20081
0	20157
0	20163
0	20174
0	20235
0	20322
0	20341
0	20436
0	20449
0	20509
0	20555
0	20669
0	20710
0	20722
0	20957
0	20969
0	21037
0	21040
0	21254
0	21259
0	21334
0	21340
0	21570
0	21586
0	21876
0	21889
0	22348
0	22501
0	22510
0	22515
0	22582
0	22812
0	22895
0	23145
0	23156
0	23226
0	23456
0	23546
0	23753
0	23766
0	23866
0	24032
0	24278
0	25001
0	25040
0	25053
0	25079
0	25158
0	25186
0	25273
0	25353
0	25409
0	25667
0	25702
0	26421
0	26435
0	26562
0	26829
0	27121
0	27588
0	27616
0	27814
0	27883
0	28140
0	28180
0	29147
0	29511
0	30008
0	30098
0	30186
0	30371
0	30694
0	30766
0	30937
0	30966
0	31252
0	31406
0	31410
0	31533
0	31573
0	31612
0	31645
0	31997
0	32502
0	32546
0	32991
0	33104
0	33365
0	33910
0	33945
0	34560
0	35083
0	35283
0	35637
0	35781
0	36059
0	36074
0	36454
0	38014
0	38049
0	38169
0	38526
0	38774
1	0
1	8
1	16
1	19
1	44
1	66
1	88
1	103
1	138
1	160
1	176
1	235
1	337
1	352
1	402
1	413
1	528
1	631
1	689
1	749
1	781
1	788
1	827
1	861
1	949
1	979
1	1021
1	1146
1	1251
1	1267
1	1270
1	1272
1	1289
1	1331
1	1788
1	1893
1	2110
1	2346
1	2510
1	2542
1	2554
1	2572
1	2676
1	2703
1	2745
1	2946
1	3450
1	3516
1	3794
1	3892
1	3908
1	3940
1	4146
1	4375
1	4474
1	4600
1	4712
1	5035
1	5048
1	5088
1	5104
1	5178
1	5198
1	5332
1	5354
1	5508
1	5655
1	5703
1	5752
1	5782
1	5785
1	5867
1	6419
1	6466
1	6927
1	7554
1	7725
1	7822
1	8132
1	8168
1	8448
1	8819
1	10002
1	10088
1	10166
1	10532
1	10556
1	10638
1	10667
1	10943
1	11430
1	11880
1	11952
1	11954
1	12817
1	12862
1	13124
1	13126
1	14105
1	14903
1	14999
1	15005
1	15278
1	15630
1	15651
1	16211
1	16270
1	17549
1	17610
1	18127
1	18366
1	18750
1	18791
1	20042
1	20044
1	20079
1	20315
1	20417
1	20429
1	20773
1	20787
1	20804
1	20937
1	21038
1	21100
1	21135
1	21254
1	21406
1	21445
1	21486
1	21594
1	21601
1	22978
1	23068
1	23154
1	23688
1	23877
1	24235
1	24416
1	25030
1	25157
1	25176
1	25973
1	26366
1	27355
1	27812
1	28214
1	30107
1	30156
1	30157
1	30163
1	30400
1	30625
1	30708
1	30710
1	31723
1	31894
1	32267
1	32508
1	33300
1	34098
1	35234
1	36251
1	36301
1	36396
1	38808
2	0
2	1
2	13
2	14
2	16
2	20
2	27
2	41
2	50
2	61
2	71
2	92
2	157
2	191
2	252
2	276
2	293
2	313
2	373
2	470
2	503
2	525
2	593
2	692
2	742
2	918
2	1016
2	1026
2	1120
2	1123
2	1127
2	1251
2	1332
2	1409
2	1563
2	1719
2	1787
2	1883
2	2031
2	2227
2	2345
2	2500
2	2554
2	2578
2	2590
2	2596
2	2617
2	2662
2	2744
2	2817
2	2892
2	2974
2	3059
2	3160
2	3184
2	3312
2	3519
2	3560
2	3858
2	3937
2	4144
2	4399
2	4560
2	4689
2	5001
2	5011
2	5024
2	5037
2	5166
2	5176
2	5183
2	5322
2	5326
2	5328
2	5377
2	5476
2	5643
2	5707
2	5792
2	5793
2	6273
2	6290
2	6296
2	6398
2	6699
2	7271
2	7501
2	7506
2	7817
2	8815
2	8940
2	9003
2	9067
2	9440
2	10082
2	10092
2	10102
2	10158
2	10159
2	10210
2	10312
2	10314
2	10397
2	10550
2	10676
2	10720
2	10807
2	10821
2	11394
2	11586
2	11605
2	11730
2	11874
2	11893
2	12187
2	12259
2	12517
2	12598
2	12599
2	12624
2	12637
2	12717
2	12741
2	13183
2	13210
2	13822
2	14062
2	14477
2	14491
2	14712
2	15005
2	15020
2	15039
2	15050
2	15171
2	15317
2	15629
2	15655
2	16572
2	16720
2	16840
2	17563
2	17612
2	17681
2	17741
2	18359
2	19999
2	20048
2	20049
2	20051
2	20073
2	20115
2	20510
2	20645
2	20937
2	21142
2	21180
2	21249
2	21291
2	21327
2	21677
2	21874
2	22158
2	22325
2	22981
2	23051
2	23144
2	23155
2	23208
2	23282
2	23313
2	23750
2	23848
2	23995
2	24067
2	24218
2	24560
2	24581
2	24713
2	24766
2	25073
2	25195
2	25391
2	25469
2	25483
2	25566
2	25625
2	25825
2	25925
2	26116
2	26258
2	26343
2	26445
2	26456
2	26937
2	27367
2	27501
2	27620
2	27697
2	27812
2	27905
2	28133
2	28304
2	28448
2	29941
2	30146
2	30163
2	30220
2	30357
2	30663
2	30790
2	31016
2	31339
2	31578
2	32577
2	32584
2	32826
2	32929
2	32944
2	32990
2	33535
2	33769
2	33915
2	34455
2	35039
2	35707
2	36282
2	37050
2	37545
3	1
3	2
3	13
3	34
3	49
3	59
3	117
3	157
3	188
3	191
3	193
3	216
3	280
3	317
3	336
3	342
3	348
3	362
3	363
3	376
3	396
3	401
3	483
3	531
3	548
3	630
3	648
3	655
3	695
3	703
3	786
3	810
3	811
3	987
3	1253
3	1259
3	1267
